Title,Actual_Price,Selling_Price,Brand,Model Name,Colour,Form_Factor,Connectivity_Type
(Renewed) Skullcandy Push True Wireless Earbuds (Dark Gray/Black),,,Skullcandy,,Gray/Black,In Ear,Wireless
Skullcandy Jib Plus Wireless in-Earphone with Mic (Black) (S2JPW-M003),"₹2,499","1,399",Skullcandy,Jib Plus,Black,In Ear,Wireless
Skullcandy Jib 2 In-Ear True Wireless Earbuds with Mic (Black),"₹9,999","3,799",Skullcandy,Jib 2 TWS,Black,In Ear,Wireless
Skullcandy Indy Evo Truly Wireless Bluetooth in Ear Earbuds with Mic (Blue),"₹9,999","5,808",Skullcandy,Indy Evo,Blue,In Ear,Wireless
"Noise Newly Launched Buds Connect Truly Wireless in Ear Earbuds with 50H Playtime, Quad Mic with ENC, Instacharge(10 min=120 min), 13mm Driver, Hyper Sync, and BT v5.2 (Carbon Black)","₹3,999","1,499",Noise,Buds Connect,Carbon Black,In Ear,Wireless
"Boult Audio Z20 True Wireless in Ear Earbuds with Zen ENC Mic, 40H Playtime, Type-C Fast Charging, Made in India, 10mm Rich Bass Drivers, Environmental Noise Cancellation, IPX5 Ear Buds TWS (Green)","₹5,499","1,399",Boult Audio,AirBass,Z20 Green,In Ear,Wireless
"boAt Airdopes 121v2 in-Ear True Wireless Earbuds with Upto 14 Hours Playback & Stone 170 5W Bluetooth Speaker with Upto 6 Hours Playback, TWS Feature, IPX6, Multifunction Buttons",,,boAt,,,In Ear,Wireless
Jabra Enterprise Store Evolve2 40 UC Wired On Ear Headphone with Mic (Black),"₹26,500","11,950",Jabra,Evolve2 40,Black,On Ear,Wired
Jabra Evolve2 65 Link380a MS Bluetooth Wireless On Ear Headphone with Mic (Black),"₹36,500","32,000",Jabra,,Black,On Ear,Wireless
(Renewed) Skullcandy Indy Evo Truly Wireless Bluetooth In Ear Earbuds with Mic (Blue),,,Skullcandy,,Blue,In Ear,Wireless
"Noise Buds Vs104 Bluetooth Truly Wireless in Ear Earbuds with Mic, 30-Hours of Playtime, Instacharge, 13Mm Driver and Hyper Sync (Mint Green)","₹3,499","1,499",Noise,Buds VS104,Mint Green,In Ear,Wireless
"ZEBRONICS Jumbo LITE with 70 Hours Backup, Bluetooth v5.2 Wireless In ear Neckband, Fast Charging, ENC Calling, Gaming Mode (Upto 50ms), Voice Assistant, Dual Pairing, Splash Proof, and Type C (Green)","₹2,999",999,ZEBRONICS,Zeb Yoga 7 (Jumbo Lite),Green,In Ear,Wireless
Skullcandy Jib True Wireless in-Ear Earbud-Blue,"₹8,999","3,199",Skullcandy,Jib True Wireless Earbuds,Blue,In Ear,Wireless
"pTron Tangent Lite Bluetooth 5.0 Earphones with Mic, Hi-Fi Stereo Sound Neckband, 8Hrs Playtime, Lightweight Snug-fit in-Ear Headphones, IPX4 Water Resistant, Fast Charge & Voice Assistant (Black)","₹1,800",649,PTron,Tangent,Black,In Ear,Wireless
"Jabra Talk 15 SE Mono Bluetooth Wireless in Ear Single Earphones with mic, Media Streaming and up to 7 Hours Talk Time - Black","₹1,999","1,899",Jabra,Talk 15 SE,Black,On Ear,Wireless
"Boult Audio Z25 with 32H Playtime, 45ms Low Latency, Type-C Fast Charging (10=150Mins), 13mm Rich Bass Drivers, Zen ENC Mic, TWS Bluetooth 5.3 True Wireless Airbass in Ear Earbuds (Blue Moss)","₹2,999","1,299",Boult Audio,AirBass,Blue Moss,In Ear,Wireless
"Skullcandy Jib (TWS) Bluetooth Truly Wireless in Ear Earbuds with 22 Hours Total Battery, IPX4 Sweat and Water Resistant, with mic, Noise-Isolating Fit, Call, Track and Volume Control (Black)","₹8,999","3,299",Skullcandy,Jib True Wireless Earbuds,Black,In Ear,Wireless
Jabra Evolve2 65 Headset,"₹79,120","59,120",Jabra,,Black,On Ear,Bluetooth
"Meyaar SPN.SP-29 [Combo of 2] Ultra High Bass Perfume Headset, Wired in-Ear Earphone with Mic (2 Black)",₹999,259,Meyaar,SP-29,Black (2 Pack),In Ear,Wired
"boAt Rockerz 330 in-Ear Bluetooth Neckband with Upto 30 Hours Playtime, ASAP Charge, Signature Sound, Dual Pairing & IPX5 with Mic (Active Black)","₹3,990",999,boAt,Rockerz 330,Active Black,In Ear,Bluetooth 5.0
"Zebronics Zeb-Lark Metallic Wireless in Ear Neckband Earphone with BT 5.0, Rapid Fast Charging (Metallic Yellow)","₹1,449",799,ZEBRONICS,ZEB-LARK,Metallic Yellow,In Ear,Wireless
boAt Rockerz 255 Pro+ in-Ear Bluetooth Neckband (Active Black) & Rockerz 450 Bluetooth On Ear Headphones with Mic(Luscious Black) & Rockerz 450 Bluetooth On Ear Headphones(Aqua Blue),,"1,999",boAt,,Active Black,On Ear,Wireless
"boAt Rockerz 450 Bluetooth On Ear Headphones with Mic, Upto 15 Hours Playback & Airdopes 121v2 True Wireless Earbuds with Upto 14 Hours Playback, 8MM Drivers & Multifunction Controls(Active Black)",,"1,099",boAt,,Black,On Ear,Wireless
boAt Bassheads 220 Wired in Ear Earphones(Indi Blue),₹999,499,boAt,Bassheads 220,Indi Blue,In Ear,Wired
Skullcandy Dime 2 in-Ear True Wireless Earbuds with Mic (Black),"₹7,999","2,616",Skullcandy,Dime 2 TWS,Black,In Ear,Wireless
"PTron Boom Ultima 4D Dual Driver, in-Ear Gaming Wired Headphones with in-line Mic, Volume Control & Passive Noise Cancelling Boom 3 Earphones - (Dark Blue)","₹1,900",299,PTron,Boom Ultima,Dark Blue,nan,nan
Portronics Aural 1 Foldable On Ear Wired Headphone with Powerful Bass I 3.5mm Audio Jack I in-Built Mic (White),"₹1,499",949,Portronics,Aural 1,White,On Ear,Wired
"Noise Buds VS402 Truly Wireless in Ear Earbuds with 35-Hours of Playtime, Instacharge, Quad Mic with ENC, Hyper Sync, Low Latency, 10mm Driver, Bluetooth v5.3 and Breathing LED Lights (Neon White)","₹3,999","1,799",Noise,Buds VS402,Neon White,In Ear,Wireless
Dylect in-Ear Wired Earphone I Stereo Quality Sound I High Bass I in-Built Mic I 1.2m Tangle Free Cable I 3.5mm Aux Port (Black),₹299,188,Dylect,Dylect Wired Earphone,Black,In Ear,Wired
"pTron Bassbuds Plus True Wireless Bluetooth 5.0 in Ear Earbuds with, Deep Bass, IPX4 Water/Sweat Resistant, Passive Noise Canceling, Up to 8Hrs Battery,Digital Display & with Mic(Blue & Black)","₹2,499",849,PTron,Bassbuds Plus,Blue & Black,In Ear,"Wireless, Bluetooth 5.0"
"Jabra Evolve2 75 PC Wireless Headset with 8-Microphone Technology - Dual Foam Stereo Headphones with Advanced Active Noise Cancelling, USB-C Bluetooth Adapter and MS Teams-Compatibility - Black","₹59,000","45,000",Jabra,Evolve2 75,Black,Over Ear,USB
Jabra Enterprise Store Evolve2 40 UC Wired On Ear Headphone with Mic (Black),"₹26,500","11,950",Jabra,Evolve2 40,Black,On Ear,Wired
Skullcandy Mod True Wireless in-Ear Earbuds - True Black,"₹16,999","5,999",Skullcandy,Mod True Wireless,Green Black,In Ear,Wireless
"Portronics Harmonics Z2 Wireless Bluetooth 5.2 Headset with Mic, ENC Noise Cancelling, Upto 30Hrs Playtime, Fast Charging Type C Neckband, Voice Assistant, & in-line Controls (Blue)","₹1,999",749,Portronics,Harmonics Z2,Blue,In Ear,Wireless
"(Renewed) boAt Rockerz 518 Bluetooth Headphone with Thumping Bass, Up to 10H Playtime, Dual Connectivity Modes, Easy Access Controls and Ergonomic Design (Viper Green)",,,boAt,,Viper Green,On Ear,Bluetooth
"Boult Audio Z25 True Wireless in Ear Earbuds with 32H Playtime, 45ms Low Latency, Type-C Fast Charging (10=150Mins), Made in India, Zen ENC Mic, 13mm Bass Drivers, Bluetooth 5.3 Ear Buds (Candy Cane)","₹2,999","1,299",Boult Audio,AirBass,Candy Cane,In Ear,Wireless
"boAt Airdopes 413ANC True Wireless in Ear Earbuds with Hybrid ANC (Carbon Black) & Xtend Smartwatch with Alexa Built-in, 1.69” HD Display(Pitch Black) & Xtend Smartwatch with Alexa Built-in",,,boAt,,Carbon Black,In Ear,Wireless
"pTron Pride Lite HBE (High Bass Earphones) in Ear Wired Earphones with Mic, 10mm Powerful Driver for Stereo Audio, Noise Cancelling Headset with 1.2m Tangle-Free Cable & 3.5mm Aux - (Blue)",₹749.17,229,PTron,Pride Lite,Blue,In Ear,Wired
ZEBRONICS Zeb-Duke Wireless Bluetooth Over The Ear Headphone with Mic - (Green),"₹2,499","1,299",ZEBRONICS,Zeb-Duke,Green,Over Ear,Wireless
Meyaar SPN UpBeat-1 Wired in Ear Earphone with Mic (Black+Blue),₹799,299,Meyaar,Upbeat-1,Black+Blue,In Ear,Wired
Jabra (Renewed) Elite Active 65t True Wireless Earbuds and Charging Case (Titanium Black),,,Jabra,,Titanium Black,In Ear,Wireless
boAt BassHeads 100 in-Ear Wired Headphones with Mic (Black) & Bassheads 100 in Ear Wired Earphones with Mic(Taffy Pink),,,boAt,,Black,In Ear,Wired
"boAt Airdopes 413ANC True Wireless in Ear Earbuds with Hybrid ANC (Carbon Black) & Wave Call Smart Watch, Smart Talk & Xtend Smartwatch with Alexa Built-in",,,boAt,,Carbon Black,In Ear,Wireless
"Noise Buds VS304 Truly Wireless in Ear Earbuds with 35H of Playtime, Instacharge(10 min=120 min), 13 mm Driver and BT v5.3 (Jet Black)","₹2,999","1,099",Noise,Buds VS304,Jet Black,In Ear,Wireless
"Boult Audio Newly Launched XCharge with ENC Mic, 20H Playtime, Biggest 14.2mm Bass Drivers, Type-C Fast Charging (15Mins=15Hrs), Made in India Neckband Probass Bluetooth Wireless Earphones (Black)","₹4,999",899,Boult Audio,ProBass Xcharge,Black,In Ear,Wireless
"Meyaar SPN Earbuds Headphones with Microphone 5 Pack, Earbuds Wired Stereo Earphones in-Ear Headphones Bass Earbuds, for All Smartphones, Fits All 3.5mm Interface Device (2 Black 3 White)",₹999,479,Meyaar,,Black,In Ear,wired usb
"Boult Audio FXCharge Wireless in Ear Bluetooth Earphones with ENC Mic, 32H Playtime, Type-C Fast Charging (5Min=7Hrs Playtime), Made in India, Biggest 14.2mm Bass Drivers Neckband Ear Phones (Green)","₹4,499",999,Boult Audio,ProBass,FXCharge Green,In Ear,Bluetooth 5.2
"JBL C100SI Wired In Ear Headphones with Mic, JBL Pure Bass Sound, One Button Multi-function Remote, Angled Buds for Comfort fit (Black)",₹999,599,JBL,C100SI,Black,In Ear,Wired
"boAt Rockerz 550 Bluetooth Wireless Over Ear Headphones with Upto 20 Hours Playback & Airdopes 121v2 True Wireless Earbuds with Upto 14 Hours Playback, 8MM Drivers, Battery Indicators (Active Black)",,,boAt,,Black,"Over Ear, In Ear",Wireless
"boAt Airdopes 181 in-Ear True Wireless Earbuds with ENx Tech (Carbon Black) & Wave Call Smart Watch, Smart Talk (Active Black) & Xtend/Xtend RTL Smartwatch (Sandy Cream)",,,boAt,,Black,In Ear,Wireless
"CableCreation 3.5mm TRS Aux Cable, Braided Audio Auxiliary Input Adapter Male to Male for Car, Hi-Fi Sound, Cotton Compatible with Headphone, Galaxy S22, Phone, Home Stereo, Car Stereo&More","₹1,399",599,CableCreation,,"Gold, White, Black",nan,Auxiliary
"Meyaar 225 in-Ear Wired Earphones with Super Extra Bass, Metallic Finish, Tangle-Free Cable and Gold Plated Angled Jack Headphones with Mic (Metal Black)",₹999,329,Meyaar,,Black,Earbuds,wired usb
"(Renewed) boAt Airdopes 441 Bluetooth Truly Wireless In Ear Earbuds with Mic (Green, Spirit Lime)",,,boAt,Airdopes 441,Spirit Lime,In Ear,Wireless
Jabra Evolve2 65 Link380c UC Headphone (Black),"₹42,500","36,400",Jabra,,Black,On Ear,Wireless
"Gaming Headset K8 with Surround Sound, Premium Wired Over Ear Gaming Headphones with Mic & LED Light, Compatible with PS5, PS4, Switch, Xbox Series X|S, PC, Laptop. (White)","₹1,999",827,RUNMUS GAMING,K8,Black,Over Ear,Wired
"ZEBRONICS Zeb-Buds 30 3.5Mm Stereo Wired in Ear Earphones with Mic for Calling, Volume Control, Multifunction Button, 14Mm Drivers, Stylish Eartip,1.2 Meter Durable Cable and Lightweight Design(Blue)",,,ZEBRONICS,Zeb-Buds 30 (Blue),Blue,In Ear,Wired
"Skullcandy Jib True Wireless Earbuds with 22 Hours Total Battery, IPX4 Sweat and Water Resistant, Use Either Bud Solo, Dual Microphones, Noise-Isolating Fit,Call, Track and Volume Control (Orange Black)","₹8,999","3,299",Skullcandy,Jib TWS,Orange Black,In Ear,Wireless
"Portronics Harmonics Twins S3 Smart TWS Bluetooth 5.2 Earbuds with 20 Hrs Playtime, 8 MM Drivers, Lightweight Earbuds(White)","₹1,999","1,049",Portronics,Twins S3,White,In Ear,Wireless
"Meyaar [Pack of 2 Beex Abhinandan Series HF-61 in-Ear Wired Earphones with mic, Suitable for Android Smartphones (2 Black)",₹999,299,Meyaar,HF-61_2Q,Black,In Ear,Wired
"Boult Audio X30 True Wireless in Ear Earbuds with 40H Playtime, Quad Mic ENC, 45ms Xtreme Low Latency, Made in India, Type-C Fast Charging, 3 Equalizer Modes (Rock, BoomX, Hi-Fi), BT 5.1 (Warm Grey)","₹4,999","1,499",Boult Audio,AirBass,Warm Grey,In Ear,Wireless
Noise Buds VS201 V2 in-Ear Truly Wireless Earbuds with Dual Equalizer | with Mic | Total 14-Hour Playtime | Full Touch Control | IPX5 Water Resistance and Bluetooth v5.1 (Snow White),"₹2,999","1,299",Noise,Buds VS201 V2,Snow White,In Ear,Wireless
"Portronics Muffs M1 Wireless Bluetooth Over Ear Headphone, Powerful Bass, Handsfree Calling, 3.5mm Aux in, Long Playtime(Grey)","₹2,499","1,749",Portronics,Muffs M1,Grey,Over Ear,Wireless
Jabra Engage 50 Wired Headset with Mic (Black),"₹25,771","23,967",Jabra,,Black,nan,Wired
boAt Bassheads 242 in Ear Wired Earphones with Mic(Active Black) & Bassheads 242 in Ear Wired Earphones with Mic(Red),,,boAt,,Red,In Ear,Wired
Jabra Evolve 80 UC Duo USB Headband MS Optimized Connector (Black),"₹84,034","58,034",Jabra,,Black,nan,nan
"Portronics Harmonics 250 Wireless Bluetooth Headset with 60 Hrs Playtime in 2 Hrs Charging, 800mAh Battery, Voice Assistant(Green)","₹2,999",999,Portronics,Harmonics 250,Green,In Ear,Wireless
"Zebronics Zeb-Buds 10 (Red) In Ear Wired Earphones with Mic, Metallic Design, L Shaped Connector, 13.5mm NdFeb Drivers",₹699,329,ZEBRONICS,Zeb-Buds 10 (Red),Red,In Ear,Wired
Boat Rockerz 510 Wireless Bluetooth On ear Headphones (Black),"₹3,999","3,599",boAt,,Red,Over Ear,"Wireless, Bluetooth 4.1"
boAt Bassheads 100 Wired in Ear Earphones with Mic (Mint Green),₹999,399,boAt,Bassheads 100,Mint Green,In Ear,Wired
Skullcandy Riff Wired On-Ear Headphone with Mic (Grey/Speckle/Miami),"₹2,999","2,299",Skullcandy,Riff Wired,Grey,On Ear,Wired
"boAt Airdopes 141 Bluetooth Truly Wireless Earbuds with Upto 42H Playtime & Rockerz 370 On Ear Bluetooth Headphones with Upto 12 Hours Playtime, Cozy Padded Earcups and Bluetooth v5.0(Buoyant Black)",,,boAt,,Black,On Ear,Wireless
Meyaar R-Plus 2208 Edition Deep Bass Wired Durable Metal Earphones Headphones with Microphone in Ear Earbuds Noise Isolating Earphones Remote & Mic Headset Stereo Headphones for Android & iOS (White),₹799,99,Meyaar,,White,In Ear,wired usb
"Portronics Muffs M1 Wireless Bluetooth Over Ear Headphone, Powerful Bass, Handsfree Calling, 3.5mm Aux in, Long Playtime(Black)","₹2,499","1,699",Portronics,Muffs M1,Black,Over Ear,Wireless
"pTron Tangent Duo Made in India Bluetooth 5.2 Wireless in-Ear Earphones with Mic, 24Hrs Playback, 13mm Drivers, Punchy Bass, Fast Charging, Voice Assistant, IPX4 & in-line Controls (Black & Green)","₹1,899",549,PTron,Tangent,Black & Green,In Ear,Wireless
ZEBRONICS Zeb-Thunder Bluetooth Wireless Over Ear Headphone (Black) & Zeb-County 3W Wireless Bluetooth Portable Speaker & Call Function. (Black) & Zeb-Sound Bomb 1 TWS Earbuds with BT5.0 (Black),,,ZEBRONICS,,Black,"Over Ear, In Ear","Wireless, Wired"
"pTron Bassbuds Vista in Ear True Wireless Bluetooth 5.1 Earbuds with Deep Bass, IPX4 Sweat Resistant, Passive Noise Cancelation, Up to 12Hrs Battery, Voice Assistance with Mic (Black)","₹2,799",799,PTron,Bassbuds Vista,Black,In Ear,Wireless
"Noise Buds VS304 Truly Wireless in Ear Earbuds with 35H of Playtime, Instacharge(10 min=120 min), 13 mm Driver and BT v5.3 (Pearl White)","₹2,999","1,099",Noise,Buds VS304,Pearl White,In Ear,Wireless
"pTron Tangent Duo Made in India Bluetooth 5.2 Wireless in-Ear Earphones with Mic, 24Hrs Playback, 13mm Drivers, Punchy Bass, Fast Charging, Voice Assistant, IPX4 & in-line Controls (Black & Blue)","₹1,899",549,PTron,Tangent,Black & Blue,In Ear,Bluetooth 5.2
"boAt Rockerz 450 Masaba Edition Upto 15 Hours Playback, 40MM Drivers, Padded Ear Cushions and Dual Modes Bluetooth Wireless On Ear Headphones with Mic (Black Star)","₹3,990","1,699",boAt,Rockerz 450,Black Star,On Ear,Wireless
Jabra Evolve2 65 UC Wireless Bluetooth Headphone with Mic (Black),,"36,139",Jabra,,Black,Over Ear,Wireless
"Gaming Headset K8 with Surround Sound, Premium Wired Over Ear Gaming Headphones with Mic & LED Light, Compatible with PS5, PS4, Switch, Xbox Series X|S, PC, Laptop. (White)","₹1,999",827,RUNMUS GAMING,K8,Black,Over Ear,Wired
"(Renewed) boAt Rockerz 245v2 Bookshelf Wireless Bluetooth V5.0, 8 Hours Playback Time, IPX5 Sweat and Water Resistance, in-Built mic and Voice Assistant (Navy Blue)",,,boAt,Rockerz 245v2,Navy Blue,nan,Wireless
(Renewed) boAt Airdopes 441 Bluetooth Truly Wireless in Ear Earbuds with mic DC Blue,,,boAt,,Blue,In Ear,Wireless
"boAt Xtend Pro with Advanced Dedicated Bluetooth Calling Chip, Dial Pad & Rockerz 330 Pro in-Ear Bluetooth Neckband with 60HRS Playtime, ASAP Charge, ENx Tech, Signature Sound, BT v5.2",,"1,799",boAt,,Clear,nan,nan
"ZEBRONICS Zeb-Thunder Bluetooth Wireless Over Ear Headphone FM, mSD, 9 hrs Playback with Mic (Black)","₹1,399","1,099",ZEBRONICS,ZEB-Thunder,Black,Over Ear,Bluetooth 4.2
boAt Bassheads 900 Wired On Ear Headphones with Mic (Pearl White) & Bassheads 100 in Ear Wired Earphones with Mic(Furious Red),,,boAt,,"Red, White",On Ear,Wired
Meyaar SP-27 Wired in-Ear Earphone with Mic (Pack of 2 (Black & White)),,259,Meyaar,SP-27,Pack Of 2 ( Black & White),In Ear,Wired
"boAt Rockerz 205 Pro Bluetooth Wireless in Ear Earphones with Mic, Beast Mode, ENx Mode for Clear Voice Delivery, ASAP Charge, 10mm Drivers, IPX5, Bluetooth v5.2, 30HRS Playtime(Fiery Red)",,999,boAt,boAt Rockerz 205 Pro,Fiery Red,In Ear,Wireless
"pTron Bassbuds Perl in-Ear TWS Earbuds with TruTalk ENC, Bluetooth 5.3 Wireless Headphone with Mic, Deep Bass, Low Latency, HD Stereo Call, Pinch Control & Type-C Fast Charging (Black)","₹3,199","1,099",PTron,Bassbuds,Black,nan,nan
"Zebronics Zeb-Lark Metallic Wireless in Ear Neckband Earphone with BT 5.0, Rapid Fast Charging (Metallic Black)","₹1,449",949,ZEBRONICS,,Black,In Ear,Wireless
Jabra Evolve 100-55910000-99 40 UC Stereo Wired Headset (Black),"₹13,376","9,750",Jabra,Evolve,Black,On Ear,Wired
Meyaar Earphones SP Series Metal Housing Wired Handsfree Earphones ErgoFit Earbud Headphones with Microphone and Call Controller Compatible with All Smartphones - M-50 - in-Ear (Silver),₹999,249,Meyaar,,Silver Black,In Ear,Wireless
Meyaar Alpha-2 Ultralight Weight Wired On Ear Headphones with Mic (Red Black),"₹1,499",399,Meyaar,Alpha-2,Red Black,On Ear,Wired
Meyaar SPN SP-04 Wired in-Ear Earphones Wired Headset with Ultra High Bass & Mic (Black),₹599,99,Meyaar,Sp-04,Black,In Ear,Wired
"Boult Audio Probass Curve Bluetooth Wireless in Ear Earphones with Mic with Ipx5 Water Resistant, 12H Battery Life & Extra Bass (Black)","₹4,499",899,Boult Audio,Neckband,Black,In Ear,Wireless
Jabra Evolve2 65 Link380c UC Headphone (Black),"₹42,500","36,400",Jabra,,Black,On Ear,Wireless
"ZEBRONICS Sound Bomb 7 Bluetooth TWS in Ear Earbuds with 40H Playtime, ENC Mic, Rapid Charge, Upto 50ms Gaming Mode, Flash Connect, Voice Assistant, Smooth Touch Control, BT v5.2, Type C (Black)","₹4,299",999,ZEBRONICS,ZEB-SOUND BOMB 7 (Black),Black,In Ear,Wireless
"boAt Rockerz 450 Bluetooth On Ear Headphones with Mic, Upto 15 Hours Playback,Padded Ear Cushions, Integrated Controls and Dual Modes(Aqua Blue) & Bassheads 242 in Ear Wired Earphones with Mic(Blue)",,"1,399",boAt,,Blue,On Ear,"Wireless, Wired"
"pTron Bassbuds Duo in Ear Earbuds with 32Hrs Total Playtime, Bluetooth 5.1 Wireless, Stereo Audio, Touch Control TWS, with Mic, Type-C Fast Charging, IPX4 & Voice Assistance (White)","₹2,599",898,PTron,Bassbuds,Moon White,In Ear,Wireless
Jabra Move Style Black (Black),"₹47,918","30,240",Jabra,,Black,nan,Wireless
Skullcandy Cassette Wireless On-Ear Headphone with Mic (Cobalt Blue),"₹3,999","2,903",Skullcandy,Cassette BT,Blue,On Ear,Wireless
"Boult Audio Newly Launched XCharge with ENC Mic, 20H Playtime, Biggest 14.2mm Bass Drivers, Type-C Fast Charging (15Mins=15Hrs), Made in India Neckband Probass Bluetooth Wireless Earphones (Black)","₹4,999",899,Boult Audio,ProBass Xcharge,Black,In Ear,Wireless
"ZEBRONICS Zeb-Envy Bluetooth Wireless Over Ear Headphones with Mic with 33 hrs Playback time, Voice Assistant, with Detachable, Breathing RGB Lights and (Black)","₹3,299","1,699",ZEBRONICS,,black,Over Ear,"Wireless, Wired"
"Meyaar Pack of 3 Made in India Headset SP-27 Wired in Ear Headphones 3 Pack (2 White, 1 Black)",₹999,359,Meyaar,SP-27(B+W),2 White 1 Black,In Ear,Wired
"Boult Audio Airbass Q10 Bluetooth Truly Wireless in Ear Earbuds with Mic with 24H Total Playtime, Touch Controls, Ipx5 Water Resistant and Voice Assistant (Black)","₹4,999","1,199",Boult Audio,Airbass,Black,In Ear,Wireless
boAt Bassheads 220 Wired in Ear Earphones(Indi Lime),₹999,499,boAt,Bassheads 220,Indi Lime,In Ear,Wired
"Boult Audio ZCharge Wireless in Ear Bluetooth Earphones with ENC Mic, 40H Playtime, Type-C Fast Charging (10Mins=15Hrs Playtime), Made in India, Biggest 14.2mm Bass Drivers Neckband Ear Phones (Blue)","₹4,999","1,199",Boult Audio,ProBass,ZCharge Blue,In Ear,Bluetooth
